model,year,price,transmission,mileage,fuelType,tax(£),mpg,engineSize
 I30,2017,81000.0,Semi-Auto,20703,Petrol,145,51.4,1.4
 I10,2019,67666.66666666667,Manual,50,Petrol,145,49.6,1.0
 I10,2017,59333.333333333336,Manual,29290,Petrol,145,57.7,1.2
 Tucson,2017,98000.0,Manual,26991,Petrol,145,44.8,1.6
 Tucson,2017,113000.0,Automatic,15000,Diesel,125,57.6,1.7
 Tucson,2017,97000.0,Semi-Auto,24367,Diesel,125,57.6,1.7
 IX20,2017,57333.333333333336,Manual,23195,Petrol,125,50.4,1.4
 Tucson,2016,108666.66666666667,Manual,25910,Diesel,200,47.9,2.0
 IX35,2015,57333.333333333336,Manual,33153,Diesel,145,53.3,1.7
 Tucson,2018,105333.33333333333,Manual,21000,Petrol,145,34.9,1.6
 Santa Fe,2017,148000.0,Semi-Auto,32467,Diesel,235,42.8,2.2
 Tucson,2016,115000.0,Manual,29217,Diesel,200,47.9,2.0
 Tucson,2017,97000.0,Semi-Auto,34757,Diesel,150,57.6,1.7
 I30,2015,44666.666666666664,Manual,43700,Diesel,0,78.4,1.6
 Ioniq,2018,133000.0,Automatic,12045,Hybrid,135,256.8,1.6
 I20,2017,57333.333333333336,Manual,21166,Petrol,20,62.8,1.0
 I10,2018,67666.66666666667,Manual,8985,Petrol,145,57.6,1.2
 Ioniq,2017,113000.0,Automatic,17666,Hybrid,135,78.5,1.6
 Kona,2020,107666.66666666667,Automatic,25446,Hybrid,135,52.3,1.6
 Santa Fe,2019,249666.66666666666,Semi-Auto,4223,Diesel,145,39.8,2.2
 I10,2018,49333.333333333336,Manual,12666,Petrol,145,60.1,1.0
 Tucson,2018,126666.66666666667,Manual,12000,Petrol,150,34.9,1.6
 I20,2015,49333.333333333336,Manual,50000,Petrol,30,55.4,1.2
 I30,2018,154333.33333333334,Manual,19496,Petrol,150,39.8,2.0
 I10,2017,54333.333333333336,Manual,31000,Petrol,145,60.1,1.0
 I10,2014,37000.0,Manual,27397,Petrol,20,60.1,1.0
 Tucson,2017,118000.0,Manual,41617,Diesel,200,47.9,2.0
 I20,2016,47000.0,Manual,27780,Petrol,30,55.4,1.2
 IX20,2017,67000.0,Automatic,18250,Petrol,160,43.5,1.6
 I30,2015,48000.0,Manual,23760,Diesel,0,78.4,1.6
 I10,2017,44000.0,Manual,30282,Petrol,145,60.1,1.0
 IX20,2018,69666.66666666667,Manual,4909,Petrol,150,50.4,1.4
 Tucson,2016,80000.0,Manual,35329,Diesel,30,61.7,1.7
 Kona,2018,90333.33333333333,Manual,16700,Petrol,145,44.1,1.0
 I20,2018,67666.66666666667,Manual,10000,Petrol,145,46.3,1.2
 I10,2019,60333.333333333336,Manual,3123,Petrol,145,49.6,1.0
 Kona,2018,86000.0,Manual,21000,Petrol,145,52.3,1.0
 Kona,2019,97333.33333333333,Manual,5000,Petrol,145,44.1,1.0
 I20,2017,70666.66666666667,Manual,9812,Petrol,145,62.8,1.0
 I20,2018,70666.66666666667,Manual,4200,Petrol,145,46.3,1.2
 Tucson,2017,110666.66666666667,Manual,39620,Diesel,145,61.4,1.7
 Kona,2020,118000.0,Automatic,7000,Hybrid,135,52.3,1.6
 I10,2017,52333.333333333336,Manual,5600,Petrol,20,60.1,1.0
 Tucson,2019,185333.33333333334,Semi-Auto,6000,Diesel,145,40.4,2.0
 I20,2018,65666.66666666667,Manual,3600,Petrol,145,65.7,1.0
 Tucson,2017,152333.33333333334,Manual,28964,Diesel,30,61.7,1.7
 I10,2016,46000.0,Manual,19000,Petrol,20,60.1,1.0
 I10,2017,57333.333333333336,Manual,11000,Petrol,150,60.1,1.0
 Kona,2018,111666.66666666667,Manual,14000,Petrol,150,44.1,1.0
 I10,2018,64666.666666666664,Manual,8000,Petrol,150,60.1,1.0
 I10,2017,54333.333333333336,Manual,12988,Petrol,20,60.1,1.0
 I20,2017,54333.333333333336,Manual,20305,Petrol,30,58.9,1.2
 I30,2016,54333.333333333336,Manual,24146,Diesel,0,78.4,1.6
 Tucson,2016,101000.0,Manual,19500,Diesel,125,58.9,2.0
 I10,2018,60333.333333333336,Semi-Auto,26405,Petrol,145,47.9,1.2
 Santa Fe,2017,148000.0,Semi-Auto,41429,Diesel,145,42.8,2.2
 I30,2015,44666.666666666664,Manual,50047,Diesel,0,78.4,1.6
 I20,2016,52333.333333333336,Manual,29750,Petrol,20,58.9,1.0
 Kona,2018,94333.33333333333,Manual,4896,Petrol,150,52.3,1.0
 Tucson,2019,108666.66666666667,Manual,14844,Petrol,145,34.9,1.6
 Kona,2018,78000.0,Manual,14791,Petrol,145,54.3,1.0
 Tucson,2017,104333.33333333333,Semi-Auto,23487,Diesel,125,57.6,1.7
 Tucson,2017,98000.0,Manual,24107,Diesel,30,61.7,1.7
 I10,2017,49333.333333333336,Manual,29889,Petrol,145,60.1,1.0
 I10,2017,49333.333333333336,Manual,33099,Petrol,145,60.1,1.0
 Santa Fe,2017,137333.33333333334,Semi-Auto,39990,Diesel,235,42.8,2.2
 I30,2015,54333.333333333336,Automatic,49489,Petrol,200,41.5,1.6
 I10,2017,53333.333333333336,Manual,6725,Petrol,145,60.1,1.0
 IX20,2016,53333.333333333336,Automatic,22109,Petrol,160,43.5,1.6
 IX35,2013,44666.666666666664,Manual,46245,Diesel,145,48.7,1.7
 I10,2018,50333.333333333336,Manual,8454,Petrol,145,60.1,1.0
 I10,2017,49333.333333333336,Manual,21107,Petrol,145,60.1,1.0
 I10,2017,49333.333333333336,Manual,35162,Petrol,150,60.1,1.0
 Santa Fe,2017,153666.66666666666,Manual,7493,Diesel,200,47.1,2.2
 I10,2018,47000.0,Manual,9521,Petrol,150,60.1,1.0
 I10,2015,33666.666666666664,Manual,41682,Petrol,20,60.1,1.0
 I10,2017,60333.333333333336,Semi-Auto,31457,Petrol,145,47.9,1.2
 Kona,2018,77000.0,Manual,23000,Petrol,145,54.3,1.0
 Kona,2019,98333.33333333333,Manual,9401,Petrol,145,44.1,1.0
 I10,2019,60333.333333333336,Manual,3011,Petrol,145,49.6,1.0
 I10,2018,52333.333333333336,Manual,19407,Petrol,150,60.1,1.0
 Kona,2018,97333.33333333333,Manual,14839,Petrol,150,44.1,1.0
 Tucson,2018,116000.0,Manual,6210,Petrol,145,34.9,1.6
 Santa Fe,2018,230666.66666666666,Semi-Auto,17496,Diesel,145,39.2,2.2
 I10,2019,62666.666666666664,Manual,1497,Petrol,145,49.6,1.0
 I10,2020,92333.33333333333,Manual,1900,Petrol,145,56.5,1.0
 Santa Fe,2019,261333.33333333334,Semi-Auto,6209,Diesel,145,39.2,2.2
 Kona,2018,98333.33333333333,Manual,18474,Petrol,145,52.3,1.0
 IX20,2017,65666.66666666667,Manual,6368,Petrol,125,50.4,1.4
 Tucson,2017,119333.33333333333,Semi-Auto,20385,Diesel,150,57.6,1.7
 IX20,2013,35000.0,Manual,50227,Petrol,150,45.6,1.4
 Tucson,2017,98000.0,Manual,25117,Diesel,30,61.7,1.7
 I10,2018,54333.333333333336,Manual,5145,Petrol,145,60.1,1.0
 I10,2018,54333.333333333336,Manual,20000,Petrol,145,60.1,1.0
 I10,2018,54333.333333333336,Manual,19702,Petrol,145,60.1,1.0
 I10,2018,54333.333333333336,Manual,22089,Petrol,145,60.1,1.0
 I30,2019,175666.66666666666,Manual,1426,Petrol,145,34.0,2.0
 Tucson,2019,154333.33333333334,Semi-Auto,9750,Hybrid,145,50.4,1.6
 Tucson,2019,197000.0,Semi-Auto,2875,Hybrid,145,50.4,1.6
 Tucson,2019,168333.33333333334,Semi-Auto,2248,Petrol,145,36.2,1.6
 I10,2019,67666.66666666667,Manual,100,Petrol,145,49.6,1.0
 I10,2019,57333.333333333336,Manual,4217,Petrol,145,60.1,1.0
 Tucson,2019,157666.66666666666,Semi-Auto,2475,Petrol,150,36.2,1.6
 I20,2016,49333.333333333336,Manual,42754,Petrol,20,58.9,1.0
 I10,2017,47000.0,Manual,21786,Petrol,145,60.1,1.0
 I20,2018,60333.333333333336,Manual,22875,Petrol,145,58.9,1.2
 Tucson,2016,83000.0,Manual,58626,Diesel,30,61.7,1.7
 Ioniq,2020,191666.66666666666,Automatic,2501,Hybrid,135,62.8,1.6
 Santa Fe,2019,242333.33333333334,Semi-Auto,3200,Diesel,145,39.8,2.2
 I10,2018,50333.333333333336,Manual,20948,Petrol,145,60.1,1.0
 I10,2018,52333.333333333336,Manual,28475,Petrol,150,57.7,1.2
 Kona,2019,108666.66666666667,Manual,357,Petrol,145,44.1,1.0
 I10,2019,67666.66666666667,Manual,450,Petrol,145,49.6,1.0
 I10,2019,67666.66666666667,Manual,450,Petrol,145,49.6,1.0
 I30,2019,168333.33333333334,Manual,7214,Petrol,145,34.0,2.0
 I10,2019,67666.66666666667,Manual,100,Petrol,145,49.6,1.0
 Kona,2019,108666.66666666667,Manual,2658,Petrol,145,44.1,1.0
 I20,2017,62666.666666666664,Manual,20888,Petrol,150,58.9,1.0
 I10,2015,47000.0,Manual,6380,Petrol,30,57.6,1.2
 Santa Fe,2016,120666.66666666667,Manual,20578,Diesel,200,47.1,2.2
 I30,2015,61666.666666666664,Manual,25788,Petrol,235,38.7,1.6
 I30,2015,49333.333333333336,Manual,47588,Petrol,145,48.7,1.4
 I20,2016,52333.333333333336,Manual,29750,Petrol,20,58.9,1.0
 I10,2016,36000.0,Manual,21000,Petrol,20,60.1,1.0
 Kona,2018,108666.66666666667,Manual,19758,Petrol,145,52.3,1.0
 I800,2019,159666.66666666666,Automatic,4733,Diesel,145,31.7,2.5
 I30,2019,168333.33333333334,Manual,3391,Petrol,145,34.0,2.0
 Tucson,2018,108666.66666666667,Manual,10124,Petrol,145,34.9,1.6
 I30,2017,76000.0,Manual,13261,Petrol,145,56.5,1.0
 I10,2016,38000.0,Manual,20956,Petrol,20,60.1,1.0
 I30,2015,42666.666666666664,Manual,51641,Diesel,0,78.4,1.6
 I10,2019,67666.66666666667,Manual,5607,Petrol,145,57.6,1.2
 I10,2019,57333.333333333336,Manual,100,Petrol,145,60.1,1.0
 Kona,2019,117000.0,Manual,5053,Petrol,145,44.1,1.0
 I20,2018,70666.66666666667,Manual,5657,Petrol,145,46.3,1.2
 I10,2018,54333.333333333336,Manual,100,Petrol,145,60.1,1.0
 Tucson,2019,130000.0,Manual,2450,Petrol,145,35.3,1.6
 I40,2013,45666.666666666664,Manual,58232,Diesel,30,65.7,1.7
 I20,2017,50333.333333333336,Manual,17421,Petrol,145,55.4,1.2
 I20,2013,42000.0,Automatic,12508,Petrol,145,47.1,1.4
 IX20,2016,57333.333333333336,Automatic,22978,Petrol,160,43.5,1.6
 Tucson,2016,80000.0,Manual,21037,Diesel,30,61.7,1.7
 I30,2013,37333.333333333336,Automatic,74200,Diesel,165,50.4,1.6
 I20,2016,52333.333333333336,Automatic,28600,Petrol,200,42.2,1.4
 Tucson,2016,67000.0,Manual,30000,Petrol,160,44.8,1.6
 I30,2017,77000.0,Manual,11581,Petrol,145,56.5,1.0
 I10,2014,37000.0,Manual,31500,Petrol,30,57.6,1.2
 Tucson,2017,98000.0,Manual,10587,Diesel,145,61.7,1.7
 IX20,2015,49333.333333333336,Manual,12433,Petrol,125,50.4,1.4
 Ioniq,2017,113000.0,Automatic,19629,Hybrid,0,78.5,1.6
 Tucson,2016,73333.33333333333,Manual,56765,Diesel,30,61.7,1.7
 Tucson,2016,95666.66666666667,Semi-Auto,13769,Diesel,125,57.6,1.7
 Santa Fe,2018,237666.66666666666,Automatic,15157,Diesel,145,39.2,2.2
 Tucson,2019,113000.0,Manual,19231,Petrol,150,34.9,1.6
 Tucson,2017,93666.66666666667,Semi-Auto,38428,Diesel,150,57.6,1.7
 I10,2017,46000.0,Manual,30010,Petrol,145,60.1,1.0
 Tucson,2017,94666.66666666667,Manual,15783,Diesel,30,61.7,1.7
 IX35,2015,64000.0,Manual,47456,Diesel,160,51.4,2.0
 Tucson,2017,97000.0,Manual,19348,Diesel,30,61.7,1.7
 IX35,2014,51000.0,Manual,61243,Diesel,145,53.3,1.7
 IX20,2015,43000.0,Manual,27000,Petrol,125,50.4,1.4
 Tucson,2016,82000.0,Manual,40766,Diesel,30,61.7,1.7
 I800,2019,164333.33333333334,Automatic,19266,Diesel,145,28.0,2.5
 Tucson,2018,122333.33333333333,Semi-Auto,31398,Diesel,145,57.7,1.7
 Tucson,2019,133000.0,Manual,14618,Petrol,145,34.9,1.6
 I10,2019,67666.66666666667,Manual,4587,Petrol,145,49.6,1.0
 I10,2019,69666.66666666667,Manual,4687,Petrol,145,49.6,1.0
 Tucson,2019,133000.0,Manual,100,Petrol,145,35.3,1.6
 I10,2019,69666.66666666667,Manual,4587,Petrol,145,49.6,1.0
 I10,2019,67666.66666666667,Manual,4587,Petrol,145,49.6,1.0
 Ioniq,2017,119333.33333333333,Automatic,11062,Hybrid,0,78.5,1.6
 I10,2013,25666.666666666668,Manual,42186,Petrol,20,61.4,1.2
 Santa Fe,2014,85000.0,Semi-Auto,69059,Diesel,260,41.5,2.2
 Tucson,2016,128666.66666666667,Automatic,33943,Diesel,200,46.3,2.0
 I10,2018,57333.333333333336,Manual,11350,Petrol,145,57.7,1.2
 Kona,2018,88000.0,Manual,9616,Petrol,145,52.3,1.0
 I10,2017,44000.0,Manual,38578,Petrol,145,60.1,1.0
 I10,2017,41000.0,Manual,44013,Petrol,145,60.1,1.0
 I10,2018,50333.333333333336,Manual,30397,Petrol,145,57.7,1.2
 Tucson,2017,109666.66666666667,Manual,47196,Diesel,145,54.3,2.0
 I30,2019,104666.66666666667,Manual,3107,Petrol,145,44.8,1.4
 Kona,2019,119000.0,Manual,5386,Petrol,145,44.1,1.0
 Ioniq,2019,110666.66666666667,Automatic,32975,Hybrid,140,78.5,1.6
 I10,2018,60333.333333333336,Manual,16048,Petrol,150,57.7,1.2
 I10,2017,54333.333333333336,Manual,10500,Petrol,145,57.7,1.2
 I800,2016,90000.0,Automatic,48039,Diesel,325,33.6,2.5
 IX35,2015,61666.666666666664,Manual,23866,Diesel,145,54.3,1.7
 I10,2016,37000.0,Manual,27516,Petrol,20,60.1,1.0
 IX20,2017,60666.666666666664,Manual,37682,Diesel,30,64.2,1.6
 I10,2018,53333.333333333336,Manual,11175,Petrol,145,57.7,1.2
 Kona,2018,88000.0,Manual,14682,Petrol,145,44.1,1.0
 I20,2018,67666.66666666667,Manual,25516,Petrol,150,46.3,1.2
 IX35,2015,54333.333333333336,Manual,49291,Diesel,150,53.3,1.7
 Tucson,2017,124666.66666666667,Semi-Auto,8465,Petrol,150,39.8,1.6
 Ioniq,2018,121333.33333333333,Automatic,1675,Hybrid,135,78.5,1.6
 Kona,2019,99333.33333333333,Manual,13230,Petrol,145,44.1,1.0
 Ioniq,2020,176666.66666666666,Automatic,5,Hybrid,135,62.8,1.6
 I30,2019,168333.33333333334,Manual,15,Petrol,150,34.0,2.0
 Tucson,2017,87333.33333333333,Manual,27473,Diesel,30,61.7,1.7
 IX35,2014,59666.666666666664,Automatic,44205,Diesel,260,41.5,2.0
 Tucson,2016,75666.66666666667,Manual,56137,Diesel,145,54.3,2.0
 Ioniq,2017,108666.66666666667,Automatic,8305,Hybrid,135,78.5,1.6
 I20,2016,49333.333333333336,Manual,32158,Petrol,20,58.9,1.0
 I20,2016,45000.0,Manual,22307,Petrol,30,56.5,1.2
 I10,2017,43000.0,Manual,31125,Petrol,20,60.1,1.0
 I10,2016,40000.0,Manual,29152,Petrol,30,57.6,1.2
 I10,2019,57333.333333333336,Manual,100,Petrol,145,60.1,1.0
 I10,2016,37000.0,Manual,37000,Petrol,20,61.4,1.0
 I10,2017,52333.333333333336,Manual,30891,Petrol,150,60.1,1.0
 I10,2017,47000.0,Manual,27000,Petrol,150,60.1,1.0
 IX20,2017,73333.33333333333,Automatic,27347,Petrol,150,43.5,1.6
 Tucson,2017,102333.33333333333,Semi-Auto,31474,Diesel,150,57.6,1.7
 I10,2018,54333.333333333336,Manual,4245,Petrol,145,60.1,1.0
 Santa Fe,2016,140666.66666666666,Manual,14785,Diesel,200,46.3,2.2
 I10,2017,56333.333333333336,Semi-Auto,27585,Petrol,145,47.9,1.2
 I10,2019,67666.66666666667,Semi-Auto,8008,Petrol,150,47.9,1.2
 I30,2018,76000.0,Manual,28014,Petrol,150,52.3,1.4
 I20,2013,30666.666666666668,Manual,47602,Petrol,30,57.6,1.2
 I10,2014,35000.0,Manual,23026,Petrol,30,57.6,1.2
 Ioniq,2019,139333.33333333334,Automatic,3346,Hybrid,135,78.5,1.6
 I10,2018,54333.333333333336,Manual,7096,Petrol,145,57.7,1.2
 I10,2018,50333.333333333336,Manual,12215,Petrol,145,60.1,1.0
 I30,2019,113666.66666666667,Manual,5088,Petrol,145,42.2,1.4
 Kona,2019,100333.33333333333,Manual,4989,Petrol,145,44.1,1.0
 Tucson,2019,124666.66666666667,Manual,15,Petrol,145,34.9,1.6
 Tucson,2019,124666.66666666667,Manual,5,Petrol,145,34.9,1.6
 Tucson,2016,83000.0,Manual,20707,Petrol,160,44.8,1.6
 IX20,2017,68000.0,Automatic,27185,Petrol,160,43.5,1.6
 Tucson,2017,102333.33333333333,Manual,18772,Diesel,30,61.7,1.7
 Kona,2019,101333.33333333333,Manual,1850,Petrol,145,44.1,1.0
 Tucson,2019,197000.0,Semi-Auto,4371,Diesel,145,40.4,2.0
 I20,2019,78000.0,Manual,10686,Petrol,145,46.3,1.2
 I10,2017,46000.0,Manual,22969,Petrol,145,60.1,1.0
 I10,2017,39000.0,Manual,39877,Petrol,145,60.1,1.0
 I10,2017,60333.333333333336,Manual,6787,Petrol,145,57.7,1.2
 I30,2019,161666.66666666666,Manual,3391,Petrol,145,34.0,2.0
 I10,2019,57333.333333333336,Manual,5607,Petrol,145,57.6,1.2
 I20,2016,58333.333333333336,Manual,15085,Petrol,30,58.9,1.0
 I30,2013,33666.666666666664,Manual,73856,Petrol,160,46.0,1.4
 Tucson,2019,151000.0,Manual,223,Petrol,145,34.9,1.6
 I10,2017,51333.333333333336,Manual,11037,Petrol,145,60.1,1.0
 Ioniq,2019,148000.0,Automatic,5308,Hybrid,135,78.5,1.6
 Tucson,2017,100000.0,Manual,24987,Diesel,30,61.7,1.7
 IX20,2014,39333.333333333336,Manual,37666,Diesel,30,64.2,1.6
 I10,2018,60333.333333333336,Manual,10293,Petrol,145,57.6,1.2
 Tucson,2017,102333.33333333333,Manual,20656,Diesel,30,61.7,1.7
 I30,2015,52333.333333333336,Manual,28737,Petrol,145,48.7,1.4
 I40,2015,70333.33333333333,Automatic,23043,Diesel,200,47.1,1.7
 Tucson,2017,102333.33333333333,Manual,18856,Diesel,30,61.7,1.7
 I10,2017,51333.333333333336,Manual,13088,Petrol,30,57.7,1.2
 I10,2018,59333.333333333336,Manual,9934,Petrol,145,57.7,1.2
 I10,2018,59333.333333333336,Manual,9151,Petrol,145,57.7,1.2
 Tucson,2019,133000.0,Manual,14593,Petrol,145,34.9,1.6
 I30,2018,81000.0,Manual,11651,Diesel,145,74.3,1.6
 I10,2014,37000.0,Manual,21029,Petrol,30,57.6,1.2
 Tucson,2017,118000.0,Manual,26393,Diesel,125,58.9,2.0
 Tucson,2016,102333.33333333333,Manual,9952,Diesel,145,54.3,2.0
 Tucson,2017,87333.33333333333,Manual,24230,Petrol,160,44.8,1.6
 Santa Fe,2016,126666.66666666667,Manual,10236,Diesel,200,47.1,2.2
 I10,2018,60333.333333333336,Manual,7727,Petrol,145,60.1,1.0
 I20,2019,65666.66666666667,Manual,12884,Petrol,150,46.3,1.2
 I10,2019,62666.666666666664,Manual,11005,Petrol,150,57.6,1.2
 I30,2018,74666.66666666667,Manual,10429,Petrol,150,56.5,1.0
 IX20,2014,35000.0,Manual,47961,Diesel,30,64.2,1.6
 IX20,2016,58333.333333333336,Manual,12936,Petrol,125,50.4,1.4
 I20,2017,57333.333333333336,Manual,17630,Petrol,20,62.8,1.0
 I10,2018,50333.333333333336,Manual,13678,Petrol,145,60.1,1.0
 I10,2015,30666.666666666668,Manual,45278,Petrol,20,60.1,1.0
 I10,2017,39000.0,Manual,26570,Petrol,20,60.1,1.0
 I20,2018,64666.666666666664,Manual,4222,Petrol,145,46.3,1.2
 Tucson,2016,83000.0,Manual,26573,Diesel,30,61.7,1.7
 Kona,2018,99333.33333333333,Manual,32157,Petrol,145,44.1,1.0
 Tucson,2016,92666.66666666667,Automatic,39573,Diesel,200,47.1,2.0
 IX20,2017,72333.33333333333,Automatic,19825,Petrol,160,43.5,1.6
 I10,2019,60333.333333333336,Manual,3066,Petrol,145,60.1,1.0
 I10,2017,55333.333333333336,Manual,7808,Petrol,30,57.7,1.2
 IX20,2016,61666.666666666664,Automatic,15728,Petrol,165,43.5,1.6
 I10,2018,54333.333333333336,Manual,9533,Petrol,150,60.1,1.0
 Tucson,2019,165000.0,Semi-Auto,4479,Petrol,150,35.8,1.6
 IX35,2014,54333.333333333336,Manual,41778,Diesel,150,53.3,1.7
 I20,2018,81000.0,Manual,4650,Petrol,145,56.5,1.0
 Santa Fe,2016,131333.33333333334,Manual,34284,Diesel,200,47.1,2.2
 IX20,2017,69333.33333333333,Automatic,31128,Petrol,145,43.5,1.6
 Kona,2019,111666.66666666667,Manual,4459,Petrol,145,44.1,1.0
 I30,2019,168333.33333333334,Manual,1636,Petrol,145,34.0,2.0
 I10,2018,47000.0,Manual,22539,Petrol,145,60.1,1.0
 Ioniq,2019,119333.33333333333,Automatic,4967,Hybrid,135,78.5,1.6
 I10,2019,50333.333333333336,Manual,10560,Petrol,145,60.1,1.0
 I10,2018,50333.333333333336,Manual,6393,Petrol,145,60.1,1.0
 I10,2017,49333.333333333336,Manual,10500,Petrol,145,60.1,1.0
 I10,2017,60333.333333333336,Semi-Auto,36681,Petrol,145,47.9,1.2
 Ioniq,2019,119333.33333333333,Automatic,6918,Hybrid,135,78.5,1.6
 Tucson,2019,113000.0,Manual,11133,Petrol,145,34.9,1.6
 Tucson,2016,83000.0,Manual,25329,Diesel,30,61.7,1.7
 IX20,2017,66666.66666666667,Manual,10279,Petrol,145,50.4,1.4
 Tucson,2019,116000.0,Manual,11695,Petrol,145,34.9,1.6
 Santa Fe,2019,281666.6666666667,Semi-Auto,2265,Diesel,145,39.2,2.2
 Kona,2019,148000.0,Semi-Auto,16,Petrol,145,37.7,1.6
 I10,2017,43000.0,Manual,30195,Petrol,145,60.1,1.0
 Tucson,2019,140666.66666666666,Manual,10385,Petrol,145,34.9,1.6
 I30,2017,74666.66666666667,Manual,11249,Petrol,30,56.5,1.0
 I10,2017,57333.333333333336,Semi-Auto,31564,Petrol,145,47.9,1.2
 I800,2018,113666.66666666667,Manual,37902,Diesel,145,37.7,2.5
 Ioniq,2019,137333.33333333334,Automatic,4328,Hybrid,135,78.5,1.6
 Ioniq,2019,126666.66666666667,Automatic,4454,Hybrid,135,78.5,1.6
 Tucson,2018,126666.66666666667,Semi-Auto,2191,Petrol,150,39.8,1.6
 Tucson,2017,91666.66666666667,Manual,10320,Diesel,30,61.7,1.7
 Tucson,2018,113000.0,Automatic,38183,Diesel,145,57.7,1.7
 I30,2017,77666.66666666667,Manual,18539,Diesel,145,78.4,1.6
 I30,2016,57333.333333333336,Manual,53878,Diesel,20,72.4,1.6
 Santa Fe,2019,255333.33333333334,Automatic,4995,Diesel,145,39.8,2.2
 Tucson,2018,105333.33333333333,Manual,10465,Petrol,145,44.8,1.6
 I800,2018,108666.66666666667,Manual,39010,Diesel,145,37.7,2.5
 I800,2017,116000.0,Manual,29100,Diesel,300,37.7,2.5
 Tucson,2015,70333.33333333333,Manual,26499,Diesel,30,61.7,1.7
 Tucson,2018,105333.33333333333,Manual,18423,Petrol,145,34.9,1.6
 Kona,2018,114666.66666666667,Manual,76,Petrol,145,44.1,1.0
 Tucson,2019,119333.33333333333,Manual,8359,Petrol,145,34.9,1.6
 I20,2017,67666.66666666667,Manual,23372,Petrol,20,62.8,1.0
 Tucson,2019,161666.66666666666,Manual,2361,Hybrid,145,48.7,1.6
 I30,2019,114666.66666666667,Manual,2511,Petrol,145,42.2,1.4
 Ioniq,2019,168333.33333333334,Automatic,7865,Hybrid,135,78.5,1.6
 I10,2019,60333.333333333336,Manual,2198,Petrol,145,60.1,1.0
 I10,2018,56333.333333333336,Manual,10224,Petrol,145,57.7,1.2
 I30,2015,57333.333333333336,Manual,29900,Diesel,20,72.4,1.6
 Tucson,2017,98000.0,Manual,13330,Diesel,30,61.7,1.7
 I30,2017,81000.0,Manual,15882,Petrol,150,52.3,1.4
 Tucson,2018,102333.33333333333,Manual,14427,Petrol,150,44.8,1.6
 I20,2019,68666.66666666667,Manual,9748,Petrol,145,46.3,1.2
 Tucson,2017,113000.0,Semi-Auto,34755,Diesel,125,57.6,1.7
 Tucson,2017,101000.0,Semi-Auto,28979,Diesel,125,57.6,1.7
 I10,2014,36000.0,Manual,18724,Petrol,20,60.1,1.0
 IX35,2013,50000.0,Manual,47232,Diesel,200,48.7,2.0
 Tucson,2018,127666.66666666667,Semi-Auto,9545,Petrol,150,39.8,1.6
 Tucson,2018,127666.66666666667,Semi-Auto,9545,Petrol,150,39.8,1.6
 I10,2017,47000.0,Manual,33000,Petrol,145,57.7,1.2
 IX20,2017,65666.66666666667,Manual,12689,Petrol,145,50.4,1.4
 I800,2019,148000.0,Automatic,15927,Diesel,145,28.0,2.5
 I30,2018,71666.66666666667,Manual,17774,Petrol,145,56.5,1.0
 Tucson,2018,122333.33333333333,Automatic,16500,Petrol,145,36.2,1.6
 I10,2016,39000.0,Manual,17497,Petrol,20,61.4,1.0
 Tucson,2017,108666.66666666667,Automatic,28354,Diesel,150,46.3,2.0
 I20,2016,43000.0,Manual,46164,Diesel,20,68.9,1.4
 Kona,2018,98333.33333333333,Manual,19793,Petrol,145,52.3,1.0
 I20,2017,67666.66666666667,Manual,20677,Petrol,145,58.9,1.0
 Tucson,2018,105333.33333333333,Manual,12492,Petrol,150,44.8,1.6
 Tucson,2018,105333.33333333333,Manual,12720,Petrol,150,44.8,1.6
 Tucson,2018,102333.33333333333,Manual,13934,Petrol,150,44.8,1.6
 Kona,2019,98333.33333333333,Manual,15139,Petrol,150,44.1,1.0
 Ioniq,2018,119333.33333333333,Automatic,12306,Hybrid,140,78.5,1.6
 I10,2020,66666.66666666667,Manual,2000,Petrol,145,60.1,1.0
 I10,2019,56333.333333333336,Manual,2738,Petrol,145,60.1,1.0
 I30,2018,130000.0,Manual,29225,Petrol,150,34.0,2.0
 Tucson,2019,119333.33333333333,Manual,5000,Petrol,145,34.9,1.6
 I10,2018,57333.333333333336,Manual,12668,Petrol,145,57.7,1.2
 I800,2018,125333.33333333333,Automatic,34605,Diesel,145,28.0,2.5
 IX20,2017,64666.666666666664,Manual,6380,Petrol,145,50.4,1.4
 I30,2019,118000.0,Manual,3750,Petrol,145,42.2,1.4
 I40,2019,137333.33333333334,Semi-Auto,2450,Diesel,145,53.3,1.6
 IX20,2019,87333.33333333333,Manual,3850,Petrol,145,37.2,1.6
 Kona,2018,128666.66666666667,Semi-Auto,11446,Petrol,145,42.2,1.6
 Kona,2019,161666.66666666666,Semi-Auto,10,Petrol,145,37.7,1.6
 I30,2019,175666.66666666666,Manual,3000,Petrol,145,34.0,2.0
 Santa Fe,2019,288666.6666666667,Semi-Auto,2199,Diesel,145,39.2,2.2
 I10,2019,60333.333333333336,Manual,3000,Petrol,145,49.6,1.0
 Tucson,2016,73333.33333333333,Manual,52549,Diesel,30,61.7,1.7
 Tucson,2016,102333.33333333333,Semi-Auto,43362,Diesel,125,57.6,1.7
 Tucson,2019,123333.33333333333,Semi-Auto,15644,Petrol,150,36.2,1.6
 Kona,2018,114666.66666666667,Manual,19,Petrol,145,44.1,1.0
 IX20,2017,66000.0,Manual,14962,Diesel,145,64.2,1.6
