Name,Condition,Price,Location,Link,Description,Car_code,Year of manufacture,Condition,Origin,Body type,Engine,Exterior color,Interior color,Seats,Doors,Mileage
Toyota Vios G 1.5 CVT - 2024, New car,592 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-toyota-vios-g-1.5-cvt-2024-5040612," *Domestic assembly car, màu cát, Petrol engine 1.5 L, Automatic transmission ... ",Code: 5040612,2024.0,New car,Assembled domestically,Sedan,Petrol  1.5 L,Cát,Black,5 seats,4 cửa,
Mercedes Benz GLE Class GLE 450 4Matic - 2022, New car,4 Billion VND 669 Million VND,Khánh Hòa,https://bonbanh.com/xe-mercedes_benz-gle_class-gle-450-4matic-2022-4022927," *Imported car, Black color, Petrol engine 3.0 L, Automatic transmission ... ",Code: 4022927,2022.0,New car,Imported,SUV,Petrol  3.0 L,Black,Kem,5 seats,5 doors,
VinFast VF8 Plus - 2023, New car,1 Billion VND 270 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-vinfast-vf8-plus-2023-4872943," *Domestic assembly car, Red color, xe điện , Automatic transmission ... ",Code: 4872943,2023.0,New car,Assembled domestically,SUV,Điện  0.2 L,Red,Kem,5 seats,5 doors,
Mercedes Benz GLC 300 4matic - 2023, New car,2 Billion VND 799 Million VND,Hanoi,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2023-4981943," *Domestic assembly car, Black color, Petrol engine , Automatic transmission ... ",Code: 4981943,2023.0,New car,Assembled domestically,SUV,Petrol,Black,Nhiều màu,5 seats,5 doors,
Chevrolet Captiva LTZ 2.4 AT - 2016, Used car,379 Million VND,Hanoi,https://bonbanh.com/xe-chevrolet-captiva-ltz-2.4-at-2016-5428763," *Domestic assembly car, White color, Petrol engine 2.4 L, Automatic transmission, đã đi 86,000 km ... ",Code: 5428763,2016.0,Used car,Assembled domestically,SUV,Petrol  2.4 L,White,Kem,7 seats,5 doors,"86,000 Km"
Toyota Innova 2.0E - 2018, Used car,465 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-toyota-innova-2.0e-2018-5449920," *Domestic assembly car, Petrol engine 2.0 L, Manual transmission, đã đi 92,000 km ... ",Code: 5449920,2018.0,Used car,Assembled domestically,Crossover,Petrol  2.0 L,-,-,8 chỗ,5 doors,"92,000 Km"
Hyundai SantaFe Cao cấp 2.2L HTRAC - 2022, Used car,1 Billion VND 195 Million VND,Hanoi,https://bonbanh.com/xe-hyundai-santafe-cao-cap-2.2l-htrac-2022-5404072," *Domestic assembly car, Red color, máy dầu 2.2 L, Automatic transmission, đã đi 31,000 km ... ",Code: 5404072,2022.0,Used car,Assembled domestically,SUV,Dầu  2.2 L,Red,Brown,7 seats,5 doors,"31,000 Km"
Ford Ranger XLS 2.0L 4x2 AT - 2024, New car,672 Million VND,Hanoi,https://bonbanh.com/xe-ford-ranger-xls-2.0l-4x2-at-2024-5397369," *Domestic assembly car, White color, máy dầu 2.0 L, Automatic transmission ... ",Code: 5397369,2024.0,New car,Assembled domestically,Bán tải / Pickup,Dầu  2.0 L,White,Black,5 seats,4 cửa,
BMW X3 xDrive30i M Sport - 2022, New car,2 Billion VND 175 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-bmw-x3-xdrive30i-m-sport-2022-4755526," *Imported car, Black color, Petrol engine 2.0 L, Automatic transmission ... ",Code: 4755526,2022.0,New car,Imported,SUV,Petrol  2.0 L,Black,Black,5 seats,5 doors,
Nissan Navara VL 2.3 AT 4WD Cao cấp - 2022, New car,780 Million VND,Hanoi,https://bonbanh.com/xe-nissan-navara-vl-2.3-at-4wd-cao-cap-2022-4423689," *Imported car, Black color, máy dầu 2.3 L, Automatic transmission ... ",Code: 4423689,2022.0,New car,Imported,Bán tải / Pickup,Dầu  2.3 L,Black,Black,5 seats,4 cửa,
Toyota Fortuner 2.4G 4x2 MT - 2016, Used car,668 Million VND,Hanoi,https://bonbanh.com/xe-toyota-fortuner-2.4g-4x2-mt-2016-5326336," *Imported car, White color, máy dầu 2.4 L, Manual transmission, đã đi 71,000 km ... ",Code: 5326336,2016.0,Used car,Imported,SUV,Dầu  2.4 L,White,Black,7 seats,5 doors,"71,000 Km"
Lexus RX 300 - 2022, Used car,3 Billion VND 120 Million VND,Hanoi,https://bonbanh.com/xe-lexus-rx-300-2022-5350308," *Imported car, màu xanh, Petrol engine 2.0 L, Automatic transmission, đã đi 18,000 km ... ",Code: 5350308,2022.0,Used car,Imported,SUV,Petrol  2.0 L,Xanh,Brown,5 seats,5 doors,"18,000 Km"
Lexus ES 250 - 2023, New car,2 Billion VND 620 Million VND,Hanoi,https://bonbanh.com/xe-lexus-es-250-2023-5240231," *Imported car, Black color, Petrol engine 2.5 L, Automatic transmission ... ",Code: 5240231,2023.0,New car,Imported,Sedan,Petrol  2.5 L,Black,Brown,5 seats,4 cửa,
Mercedes Benz GL GL 320 CDI 4Matic - 2008, Used car,630 Million VND,Hanoi,https://bonbanh.com/xe-mercedes_benz-gl-gl-320-cdi-4matic-2008-5300823," *Imported car, Black color, máy dầu 3.0 L, Automatic transmission ... ",Code: 5300823,2008.0,Used car,Imported,SUV,Dầu  3.0 L,Black,Vàng,7 seats,5 doors,0 Km
Hyundai Elantra 1.6 AT - 2021, Used car,512 Million VND,Hanoi,https://bonbanh.com/xe-hyundai-elantra-1.6-at-2021-5419012," *Domestic assembly car, White color, Petrol engine 1.6 L, Automatic transmission, đã đi 40,000 km ... ",Code: 5419012,2021.0,Used car,Assembled domestically,Sedan,Petrol  1.6 L,White,Kem,5 seats,4 cửa,"40,000 Km"
Hyundai Accent 1.4 MT Base - 2019, Used car,325 Million VND,Hanoi,https://bonbanh.com/xe-hyundai-accent-1.4-mt-base-2019-5432712," *Domestic assembly car, White color, Petrol engine 1.4 L, Manual transmission, đã đi 63,000 km ... ",Code: 5432712,2019.0,Used car,Assembled domestically,Sedan,Petrol  1.4 L,White,Kem,5 seats,4 cửa,"63,000 Km"
Honda CRV G - 2018, Used car,696 Million VND,Hanoi,https://bonbanh.com/xe-honda-crv-g-2018-5429228," *Imported car, White color, Petrol engine 1.5 L, Automatic transmission, đã đi 79,000 km ... ",Code: 5429228,2018.0,Used car,Imported,SUV,Petrol  1.5 L,White,Black,7 seats,5 doors,"79,000 Km"
Ford EcoSport Titanium 1.5L AT - 2018, Used car,419 Million VND,Hanoi,https://bonbanh.com/xe-ford-ecosport-titanium-1.5l-at-2018-5436682," *Domestic assembly car, Black color, Petrol engine 1.5 L, Automatic transmission, đã đi 45,000 km ... ",Code: 5436682,2018.0,Used car,Assembled domestically,SUV,Petrol  1.5 L,Black,Black,5 seats,5 doors,"45,000 Km"
Mitsubishi Attrage 1.2 MT - 2020, Used car,275 Million VND,Hanoi,https://bonbanh.com/xe-mitsubishi-attrage-1.2-mt-2020-5423385," *Imported car, White color, Petrol engine 1.2 L, Manual transmission, đã đi 60,000 km ... ",Code: 5423385,2020.0,Used car,Imported,Sedan,Petrol  1.2 L,White,Black,5 seats,4 cửa,"60,000 Km"
Toyota Prado GX 2.7 AT - 2007, Used car,369 Million VND,Hanoi,https://bonbanh.com/xe-toyota-prado-gx-2.7-at-2007-5424948," *Imported car, Black color, Petrol engine 2.7 L, Automatic transmission, đã đi 180,000 km ... ",Code: 5424948,2007.0,Used car,Imported,SUV,Petrol  2.7 L,Black,Ghi,7 seats,5 doors,"180,000 Km"
Mitsubishi Triton Athlete 4x2 AT - 2023, New car,720 Million VND,Hanoi,https://bonbanh.com/xe-mitsubishi-triton-athlete-4x2-at-2023-5099615," *Imported car, White color, máy dầu 2.4 L, Automatic transmission ... ",Code: 5099615,2023.0,New car,Imported,Bán tải / Pickup,Dầu  2.4 L,White,Nhiều màu,5 seats,4 cửa,
Ford Transit Tiêu chuẩn - 2024, New car,798 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-ford-transit-tieu-chuan-2024-5390520," *Domestic assembly car, Black color, máy dầu 2.2 L, Manual transmission ... ",Code: 5390520,2024.0,New car,Assembled domestically,Van/Minivan,Dầu  2.2 L,Black,Xám,16 chỗ,4 cửa,
Mazda 3 1.5L Premium - 2023, New car,729 Million VND,Hanoi,https://bonbanh.com/xe-mazda-3-1.5l-premium-2023-5133918," *Domestic assembly car, Red color, Petrol engine 1.5 L, Automatic transmission ... ",Code: 5133918,2023.0,New car,Assembled domestically,Sedan,Petrol  1.5 L,Red,-,5 seats,4 cửa,
Mercedes Benz C class C200 Avantgarde - 2022, Used car,1 Billion VND 329 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-mercedes_benz-c_class-c200-avantgarde-2022-5413627," *Domestic assembly car, màu xanh, Petrol engine 1.5 L, Automatic transmission, đã đi 6,000 km ... ",Code: 5413627,2022.0,Used car,Assembled domestically,Sedan,Petrol  1.5 L,Xanh,Black,5 seats,4 cửa,"6,000 Km"
Mercedes Benz C class C300 AMG - 2020, Used car,1 Billion VND 299 Million VND,Hanoi,https://bonbanh.com/xe-mercedes_benz-c_class-c300-amg-2020-5433291," *Domestic assembly car, White color, Petrol engine 2.0 L, Automatic transmission, đã đi 26,000 km ... ",Code: 5433291,2020.0,Used car,Assembled domestically,Sedan,Petrol  2.0 L,White,Black,5 seats,4 cửa,"26,000 Km"
Mercedes Benz GLB 35 4Matic - 2022, Used car,2 Billion VND 920 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-mercedes_benz-glb-35-4matic-2022-4868672," *Imported car, Black color, Petrol engine 2.0 L, Automatic transmission, đã đi 300 km ... ",Code: 4868672,2022.0,Used car,Imported,SUV,Petrol  2.0 L,Black,Black,7 seats,5 doors,300 Km
Lexus GX 460 - 2010, Used car,1 Billion VND 280 Million VND,Thái Nguyên,https://bonbanh.com/xe-lexus-gx-460-2010-5358576," *Imported car, màu xanh, Petrol engine 4.6 L, Automatic transmission, đã đi 66,000 km ... ",Code: 5358576,2010.0,Used car,Imported,SUV,Petrol  4.6 L,Xanh,Kem,7 seats,5 doors,"66,000 Km"
Mercedes Benz S class S450L Luxury - 2019, Used car,2 Billion VND 850 Million VND,Hanoi,https://bonbanh.com/xe-mercedes_benz-s_class-s450l-luxury-2019-5389588," *Domestic assembly car, White color, Petrol engine 3.0 L, Automatic transmission, đã đi 44,000 km ... ",Code: 5389588,2019.0,Used car,Assembled domestically,Sedan,Petrol  3.0 L,White,Kem,5 seats,4 cửa,"44,000 Km"
Porsche Cayenne 3.6 V6 - 2007, Used car,520 Million VND,Hanoi,https://bonbanh.com/xe-porsche-cayenne-3.6-v6-2007-5421559," *Imported car, Petrol engine 3.6 L, Automatic transmission, đã đi 96,000 km ... ",Code: 5421559,2007.0,Used car,Imported,SUV,Petrol  3.6 L,Màu khác,Cam,5 seats,5 doors,"96,000 Km"
Hyundai Tucson 2.0 AT Tiêu chuẩn - 2021, Used car,725 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-hyundai-tucson-2.0-at-tieu-chuan-2021-5421267," *Domestic assembly car, Red color, Petrol engine 2.0 L, Automatic transmission, đã đi 26,000 km ... ",Code: 5421267,2021.0,Used car,Assembled domestically,Crossover,Petrol  2.0 L,Red,Kem,5 seats,5 doors,"26,000 Km"
Mercedes Benz C class C180 AMG - 2021, Used car,1 Billion VND 99 Million VND,Hanoi,https://bonbanh.com/xe-mercedes_benz-c_class-c180-amg-2021-5450749," *Domestic assembly car, White color, Petrol engine 1.5 L, Automatic transmission, đã đi 18,000 km ... ",Code: 5450749,2021.0,Used car,Assembled domestically,Sedan,Petrol  1.5 L,White,Black,5 seats,4 cửa,"18,000 Km"
Toyota Fortuner 2.8V 4x4 AT - 2018, Used car,895 Million VND,Hanoi,https://bonbanh.com/xe-toyota-fortuner-2.8v-4x4-at-2018-5431775," *Imported car, Black color, máy dầu 2.8 L, Automatic transmission, đã đi 79,000 km ... ",Code: 5431775,2018.0,Used car,Imported,SUV,Dầu  2.8 L,Black,Brown,7 seats,5 doors,"79,000 Km"
Mercedes Benz C class C180 AMG - 2021, Used car,1 Billion VND 58 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-mercedes_benz-c_class-c180-amg-2021-5441535," *Domestic assembly car, Black color, Petrol engine 1.5 L, Automatic transmission, đã đi 22,222 km ... ",Code: 5441535,2021.0,Used car,Assembled domestically,Sedan,Petrol  1.5 L,Black,Black,5 seats,4 cửa,"22,222 Km"
Mazda CX 30 Luxury 2.0 AT - 2023, New car,689 Million VND,Thanh Hóa,https://bonbanh.com/xe-mazda-cx-30-luxury-2.0-at-2023-3777247," *Imported car, Red color, Petrol engine 2.0 L, Automatic transmission ... ",Code: 3777247,2023.0,New car,Imported,Crossover,Petrol  2.0 L,Red,Black,5 seats,5 doors,
Nissan X trail 2.5 SV 4WD - 2016, Used car,535 Million VND,Hanoi,https://bonbanh.com/xe-nissan-x_trail-2.5-sv-4wd-2016-5431767," *Domestic assembly car, White color, Petrol engine 2.5 L, Automatic transmission, đã đi 68,000 km ... ",Code: 5431767,2016.0,Used car,Assembled domestically,SUV,Petrol  2.5 L,White,Black,7 seats,5 doors,"68,000 Km"
Mitsubishi Pajero Sport 2.4D 4x4 AT - 2021, Used car,989 Million VND,Hanoi,https://bonbanh.com/xe-mitsubishi-pajero-sport-2.4d-4x4-at-2021-5444487," *Imported car, Black color, máy dầu 2.4 L, Automatic transmission, đã đi 58,000 km ... ",Code: 5444487,2021.0,Used car,Imported,SUV,Dầu  2.4 L,Black,Black,7 seats,5 doors,"58,000 Km"
Mini Cooper S 5Dr - 2018, Used car,1 Billion VND 399 Million VND,Hanoi,https://bonbanh.com/xe-mini-cooper-s-5dr-2018-5222852," *Imported car, màu vàng, Petrol engine 2.0 L, Automatic transmission ... ",Code: 5222852,2018.0,Used car,Imported,Hatchback,Petrol  2.0 L,Vàng,Black,5 seats,5 doors,0 Km
Mitsubishi Mirage 1.2 CVT Eco - 2018, Used car,279 Million VND,Hanoi,https://bonbanh.com/xe-mitsubishi-mirage-1.2-cvt-eco-2018-5437871," *Imported car, White color, Petrol engine 1.2 L, Automatic transmission, đã đi 58,000 km ... ",Code: 5437871,2018.0,Used car,Imported,Hatchback,Petrol  1.2 L,White,Nhiều màu,5 seats,5 doors,"58,000 Km"
Kia Morning GT-Line - 2022, Used car,395 Million VND,Hanoi,https://bonbanh.com/xe-kia-morning-gt-line-2022-5443363," *Domestic assembly car, White color, Petrol engine 1.25 L, Automatic transmission, đã đi 16,000 km ... ",Code: 5443363,2022.0,Used car,Assembled domestically,Hatchback,Petrol  1.25 L,White,Black,5 seats,5 doors,"16,000 Km"
Honda CRV 2.4 AT - 2008, Used car,280 Million VND,Hanoi,https://bonbanh.com/xe-honda-crv-2.4-at-2008-5410783," *Domestic assembly car, Black color, Petrol engine 2.4 L, Automatic transmission ... ",Code: 5410783,2008.0,Used car,Assembled domestically,SUV,Petrol  2.4 L,Black,Black,5 seats,5 doors,0 Km
Mercedes Benz GLC 300 4Matic - 2017, Used car,1 Billion VND 159 Million VND,Hanoi,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2017-5421185," *Domestic assembly car, Red color, Petrol engine 2.0 L, Automatic transmission, đã đi 47,000 km ... ",Code: 5421185,2017.0,Used car,Assembled domestically,SUV,Petrol  2.0 L,Red,Kem,5 seats,5 doors,"47,000 Km"
Toyota Camry 2.0Q - 2023, New car,1 Billion VND 185 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-toyota-camry-2.0q-2023-4279230," *Imported car, Black color, Petrol engine 2.0 L, Automatic transmission ... ",Code: 4279230,2023.0,New car,Imported,Sedan,Petrol  2.0 L,Black,Kem,5 seats,4 cửa,
Mazda CX5 2.0 Premium - 2020, Used car,765 Million VND,Hanoi,https://bonbanh.com/xe-mazda-cx5-2.0-premium-2020-5416205," *Domestic assembly car, White color, Petrol engine 2.0 L, Automatic transmission, đã đi 40,000 km ... ",Code: 5416205,2020.0,Used car,Assembled domestically,SUV,Petrol  2.0 L,White,Black,5 seats,5 doors,"40,000 Km"
Toyota Vios 1.5E CVT - 2021, Used car,435 Million VND,Hanoi,https://bonbanh.com/xe-toyota-vios-1.5e-cvt-2021-5433809," *Domestic assembly car, White color, Petrol engine 1.5 L, Automatic transmission, đã đi 60,000 km ... ",Code: 5433809,2021.0,Used car,Assembled domestically,Sedan,Petrol  1.5 L,White,Kem,5 seats,4 cửa,"60,000 Km"
Mercedes Benz GLA class GLA 45 AMG 4Matic - 2018, Used car,1 Billion VND 550 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-mercedes_benz-gla_class-gla-45-amg-4matic-2018-4989702," *Imported car, Black color, Petrol engine 2.0 L, Automatic transmission, đã đi 41,000 km ... ",Code: 4989702,2018.0,Used car,Imported,SUV,Petrol  2.0 L,Black,Black,5 seats,5 doors,"41,000 Km"
Honda City 1.5 - 2020, Used car,425 Million VND,Hanoi,https://bonbanh.com/xe-honda-city-1.5-2020-5431880," *Domestic assembly car, White color, Petrol engine 1.5 L, Automatic transmission, đã đi 60,000 km ... ",Code: 5431880,2020.0,Used car,Assembled domestically,Sedan,Petrol  1.5 L,White,-,5 seats,4 cửa,"60,000 Km"
Toyota Vios 1.5G - 2018, Used car,422 Million VND,Hanoi,https://bonbanh.com/xe-toyota-vios-1.5g-2018-5437120," *Domestic assembly car, màu cát, Petrol engine 1.5 L, Automatic transmission, đã đi 59,000 km ... ",Code: 5437120,2018.0,Used car,Assembled domestically,Sedan,Petrol  1.5 L,Cát,Kem,5 seats,4 cửa,"59,000 Km"
Hyundai Accent 1.4 MT - 2021, Used car,400 Million VND,Hanoi,https://bonbanh.com/xe-hyundai-accent-1.4-mt-2021-5411348," *Domestic assembly car, White color, Petrol engine 1.4 L, Manual transmission ... ",Code: 5411348,2021.0,Used car,Assembled domestically,Sedan,Petrol  1.4 L,White,Black,5 seats,4 cửa,0 Km
Hyundai Avante 1.6 AT - 2012, Used car,295 Million VND,Hậu Giang,https://bonbanh.com/xe-hyundai-avante-1.6-at-2012-5302703," *Domestic assembly car, White color, Petrol engine 1.6 L, Automatic transmission, đã đi 115,000 km ... ",Code: 5302703,2012.0,Used car,Assembled domestically,Sedan,Petrol  1.6 L,White,Xám,5 seats,4 cửa,"115,000 Km"
Kia Morning LX 1.1 MT - 2009, Used car,139 Million VND,Hậu Giang,https://bonbanh.com/xe-kia-morning-lx-1.1-mt-2009-5424731," *Domestic assembly car, màu xám, Petrol engine 1.1 L, Manual transmission, đã đi 161,000 km ... ",Code: 5424731,2009.0,Used car,Assembled domestically,Hatchback,Petrol  1.1 L,Xám,Ghi,5 seats,5 doors,"161,000 Km"
Mercedes Benz GLC 300 4Matic - 2022, Used car,2 Billion VND 229 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2022-4868703," *Domestic assembly car, Black color, Petrol engine 2.0 L, Automatic transmission, đã đi 500 km ... ",Code: 4868703,2022.0,Used car,Assembled domestically,SUV,Petrol  2.0 L,Black,Black,5 seats,5 doors,500 Km
Mercedes Benz V class V250 AMG - 2023, New car,3 Billion VND 669 Million VND,Hanoi,https://bonbanh.com/xe-mercedes_benz-v_class-v250-amg-2023-5259301," *Imported car, Black color, Petrol engine 2.0 L, Automatic transmission ... ",Code: 5259301,2023.0,New car,Imported,Van/Minivan,Petrol  2.0 L,Black,Kem,6 chỗ,5 doors,
Toyota Sienna Platinum 2.5 AT AWD - 2020, Used car,3 Billion VND 499 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-toyota-sienna-platinum-2.5-at-awd-2020-5323735," *Imported car, màu xanh, Hybrid car 2.5 L, Automatic transmission, đã đi 32,000 km ... ",Code: 5323735,2020.0,Used car,Imported,Van/Minivan,Hybrid  2.5 L,Xanh,Brown,7 seats,5 doors,"32,000 Km"
Suzuki Ertiga Hybrid 1.5 AT - 2023, New car,468 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-suzuki-ertiga-hybrid-1.5-at-2023-4676408," *Imported car, Red color, Hybrid car 1.5 L, Automatic transmission ... ",Code: 4676408,2023.0,New car,Imported,SUV,Hybrid  1.5 L,Red,Black,7 seats,5 doors,
Kia Forte EX 1.6 MT - 2010, Used car,245 Million VND,Hậu Giang,https://bonbanh.com/xe-kia-forte-ex-1.6-mt-2010-5435928," *Domestic assembly car, màu xám, Petrol engine 1.6 L, Manual transmission, đã đi 139,000 km ... ",Code: 5435928,2010.0,Used car,Assembled domestically,Sedan,Petrol  1.6 L,Xám,Ghi,5 seats,4 cửa,"139,000 Km"
Ford Ranger XLS 2.0L 4x2 AT - 2023, New car,672 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-ford-ranger-xls-2.0l-4x2-at-2023-5287959," *Domestic assembly car, Black color, máy dầu 2.0 L, Automatic transmission ... ",Code: 5287959,2023.0,New car,Assembled domestically,Bán tải / Pickup,Dầu  2.0 L,Black,Ghi,5 seats,4 cửa,
Honda City G 1.5 AT - 2023, New car,509 Million VND,Hanoi,https://bonbanh.com/xe-honda-city-g-1.5-at-2023-5348778," *Domestic assembly car, White color, Petrol engine 1.5 L, Automatic transmission ... ",Code: 5348778,2023.0,New car,Assembled domestically,Sedan,Petrol  1.5 L,White,Black,5 seats,4 cửa,
Toyota Corolla Cross 1.8V - 2024, New car,840 Million VND,Hanoi,https://bonbanh.com/xe-toyota-corolla_cross-1.8v-2024-4897843," *Imported car, White color, Petrol engine 1.8 L, Automatic transmission ... ",Code: 4897843,2024.0,New car,Imported,SUV,Petrol  1.8 L,White,Brown,5 seats,5 doors,
Mercedes Benz GLC 300 4Matic - 2022, Used car,2 Billion VND 139 Million VND,Hanoi,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2022-4889608," *Domestic assembly car, Black color, Petrol engine 2.0 L, Automatic transmission, đã đi 9,000 km ... ",Code: 4889608,2022.0,Used car,Assembled domestically,SUV,Petrol  2.0 L,Black,Brown,5 seats,5 doors,"9,000 Km"
Kia Carnival Luxury 2.2D - 2023, New car,1 Billion VND 179 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-kia-carnival-luxury-2.2d-2023-5283162," *Domestic assembly car, màu xanh, máy dầu 2.2 L, Automatic transmission ... ",Code: 5283162,2023.0,New car,Assembled domestically,Van/Minivan,Dầu  2.2 L,Xanh,Brown,8 chỗ,5 doors,
Hyundai Accent 1.4 AT - 2014, Used car,330 Million VND,Hậu Giang,https://bonbanh.com/xe-hyundai-accent-1.4-at-2014-5302712," *Imported car, White color, Petrol engine 1.4 L, Automatic transmission, đã đi 76,000 km ... ",Code: 5302712,2014.0,Used car,Imported,Hatchback,Petrol  1.4 L,White,Kem,5 seats,5 doors,"76,000 Km"
Kia Forte SX 1.6 AT - 2012, Used car,305 Million VND,Hậu Giang,https://bonbanh.com/xe-kia-forte-sx-1.6-at-2012-5323738," *Domestic assembly car, màu ghi, Petrol engine 1.6 L, Automatic transmission, đã đi 83,000 km ... ",Code: 5323738,2012.0,Used car,Assembled domestically,Sedan,Petrol  1.6 L,Ghi,Black,5 seats,4 cửa,"83,000 Km"
Lexus ES 300h - 2024, New car,3 Billion VND 140 Million VND,Hanoi,https://bonbanh.com/xe-lexus-es-300h-2024-5389794," *Imported car, Black color, Hybrid car 2.5 L, Automatic transmission ... ",Code: 5389794,2024.0,New car,Imported,Sedan,Hybrid  2.5 L,Black,Brown,5 seats,4 cửa,
Mercedes Benz GL GL 350 CDI 4Matic - 2013, Used car,1 Billion VND 288 Million VND,Hanoi,https://bonbanh.com/xe-mercedes_benz-gl-gl-350-cdi-4matic-2013-5340352," *Imported car, Black color, máy dầu 3.0 L, Automatic transmission, đã đi 92,000 km ... ",Code: 5340352,2013.0,Used car,Imported,SUV,Dầu  3.0 L,Black,-,7 seats,5 doors,"92,000 Km"
Mazda CX5 Luxury 2.0 AT - 2021, Used car,755 Million VND,Hanoi,https://bonbanh.com/xe-mazda-cx5-luxury-2.0-at-2021-5429523," *Domestic assembly car, White color, Petrol engine 2.0 L, Automatic transmission, đã đi 53,000 km ... ",Code: 5429523,2021.0,Used car,Assembled domestically,SUV,Petrol  2.0 L,White,Black,5 seats,5 doors,"53,000 Km"
Honda City 1.5 - 2019, Used car,419 Million VND,Hậu Giang,https://bonbanh.com/xe-honda-city-1.5-2019-5405057," *Domestic assembly car, Red color, Petrol engine 1.5 L, Automatic transmission, đã đi 22,000 km ... ",Code: 5405057,2019.0,Used car,Assembled domestically,Sedan,Petrol  1.5 L,Red,Black,5 seats,4 cửa,"22,000 Km"
Toyota Fortuner 2.4G 4x2 MT - 2018, Used car,729 Million VND,Hanoi,https://bonbanh.com/xe-toyota-fortuner-2.4g-4x2-mt-2018-5281784," *Imported car, Silver color, máy dầu 2.4 L, Manual transmission, đã đi 79,000 km ... ",Code: 5281784,2018.0,Used car,Imported,SUV,Dầu  2.4 L,Silver,Nhiều màu,7 seats,5 doors,"79,000 Km"
Nissan X trail 2.0 2WD - 2017, Used car,690 Million VND,Hanoi,https://bonbanh.com/xe-nissan-x_trail-2.0-2wd-2017-4621295," *Domestic assembly car, Black color, Petrol engine 2.0 L, Automatic transmission, đã đi 49,000 km ... ",Code: 4621295,2017.0,Used car,Assembled domestically,SUV,Petrol  2.0 L,Black,Black,7 seats,5 doors,"49,000 Km"
Mazda CX8 Luxury - 2023, New car,949 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-mazda-cx8-luxury-2023-4909143," *Domestic assembly car, màu xanh, Petrol engine 2.5 L, Automatic transmission ... ",Code: 4909143,2023.0,New car,Assembled domestically,SUV,Petrol  2.5 L,Xanh,Brown,7 seats,5 doors,
Mitsubishi Xpander Premium 1.5 AT - 2023, New car,658 Million VND,Hanoi,https://bonbanh.com/xe-mitsubishi-xpander-premium-1.5-at-2023-4881840," *Imported car, Red color, Petrol engine 1.5 L, Automatic transmission ... ",Code: 4881840,2023.0,New car,Imported,SUV,Petrol  1.5 L,Red,-,7 seats,5 doors,
Volkswagen Viloran Luxury - 2024, New car,2 Billion VND 188 Million VND,Hanoi,https://bonbanh.com/xe-volkswagen-viloran-luxury-2024-5422269," *Imported car, White color, Petrol engine 2.0 L, Automatic transmission ... ",Code: 5422269,2024.0,New car,Imported,Van/Minivan,Petrol  2.0 L,White,Brown,7 seats,5 doors,
Toyota Fortuner 2.5G - 2015, Used car,565 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-toyota-fortuner-2.5g-2015-5355859," *Domestic assembly car, màu ghi, máy dầu 2.5 L, Manual transmission, đã đi 114,000 km ... ",Code: 5355859,2015.0,Used car,Assembled domestically,SUV,Dầu  2.5 L,Ghi,Kem,7 seats,5 doors,"114,000 Km"
Mercedes Benz GLC 300 4Matic - 2022, Used car,2 Billion VND 95 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2022-4680842," *Domestic assembly car, màu xám, Petrol engine 2.0 L, Automatic transmission, đã đi 50 km ... ",Code: 4680842,2022.0,Used car,Assembled domestically,SUV,Petrol  2.0 L,Xám,Black,5 seats,5 doors,50 Km
Mercedes Benz GLC 200 4Matic - 2022, Used car,1 Billion VND 939 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-mercedes_benz-glc-200-4matic-2022-5369127," *Domestic assembly car, Black color, Petrol engine 2.0 L, Automatic transmission, đã đi 16 km ... ",Code: 5369127,2022.0,Used car,Assembled domestically,SUV,Petrol  2.0 L,Black,Kem,5 seats,5 doors,16 Km
Mitsubishi Attrage Premium 1.2 CVT - 2024, New car,490 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-mitsubishi-attrage-premium-1.2-cvt-2024-5183219," *Imported car, Red color, Petrol engine 1.2 L, Automatic transmission ... ",Code: 5183219,2024.0,New car,Imported,Sedan,Petrol  1.2 L,Red,Black,5 seats,4 cửa,
